id,text,mortality_salience,i,we,you,they,posemo,negemo,anx,anger,sad,social,family,friend,cogproc,focuspast,focuspresent,focusfuture,relig,death
477,"To the family of Alyssa Vazquez, I hope you will find peace in your heart. My sympathy goes out to you. I hope you find it in your heart to forgive me. I don't know why all of this happened.",1,12.5,0.0,12.5,0.0,10.0,0.0,0.0,0.0,0.0,20.0,2.5,2.5,20.0,2.5,17.5,7.5,0.0,0.0
476,"Thank you, Jesus Christ. Thank you for your blessing. You are above the president. And know it is you, Jesus Christ, that is performing this miracle in my life. Hallelujah, Holy, Holy, Holy. For this reason I was born and raised. Thank you for this, my God is a God of Salvation. Only through you, Jesus Christ, people will see that you're still on the throne. Hallelujah, Holy, Holy, Holy. I invoke Your name. Thank you, Yahweh, thank you Jesus Christ. Hallelujah, Amen. Thank you, Warden. ",1,4.65,0.0,13.95,0.0,8.14,0.0,0.0,0.0,0.0,16.28,0.0,0.0,2.33,2.33,15.12,1.16,22.09,0.0
474,"You're not about to witness an execution, you are about to witness a murder. I am strapped down for something Marcus Rhodes did. I never killed anybody, ever. I love you, Mom. I love you, Tali. This is wrong. This whole thing is wrong. I can't believe you are going to let Marcus Rhodes walk around free. Justice has let me down. Somebody completely screwed this up. I love you too, Mom. Well Warden, if you are going to murder someone, go ahead and do it. Pull the trigger. It's coming. I can feel it coming. Goodbye.",1,8.25,0.0,7.22,0.0,5.15,6.19,0.0,4.12,0.0,16.49,2.06,0.0,13.4,1.03,16.49,5.15,0.0,4.12
473,I love you Israel. ,1,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,"Even though I lay on this gurney, seconds away from my death, I am at total peace. May the Lord Jesus Christ be with me. I am at peace. Hate is going on in this world and it has to stop. Hate causes a lifetime of pain. Even though I lay here I am still at peace. I am still a proud American, Texas loud, Texas proud. God bless America, God bless everyone. Let's do this damn thing. Director Hazelwood, thank you very much. Thank you everyone. Spark, I love you, all of you. I love you Conna. It's all good, it's been a great honor. I feel it; I am going to sleep now. Goodnight, 1, 2 there it goes.",1,9.92,0.83,4.13,0.0,11.57,3.31,0.0,2.48,0.0,8.26,0.0,0.0,8.26,0.83,17.36,2.48,5.79,0.83
471,"I am sorry for everything that I have done. I've hurt a lot of people. For years I have never thought that I deserved any type of forgiveness. Lord Jesus Christ in my life, I know He has forgiven me, I have accepted His forgiveness. I have accepted everything. Let this be final and be done. I take the full blame for this. I am sorry and forgive me. I am truly sorry. I ask for forgiveness. Life goes on and it surely does. I am sorry for the victim's family for what I had did. May they forgive me. I don't know if you believe me, life goes on. I am sure it does. To the man to the right of me, I ask for forgiveness for you. Life goes on, it surely does. I ask for forgiveness. I am truly sorry. That is all. Let's get this show on the road. One more thing, Viva Mexico, Viva Mexico.",1,15.62,0.62,1.25,0.62,9.38,5.0,0.0,0.62,3.75,14.38,0.62,0.0,16.88,3.75,19.38,0.62,1.88,0.0
470,"Yes, sir. I just want to say to all my supporters, family and friends; I love y'all and appreciate y'all. To the ones representing me today, thank you for everything. The system has failed me. This is a miscarriage of justice. There are people on death row that need help. I love my family. I love you too, Mom. I am alright. I asked the Lord to have mercy on me and I hope He has mercy on these people carrying out this mass slaughter. They have no respect for humanity.  To Melanie, I never meant to hurt you. You were just in the wrong place at the wrong time. I am not asking for your forgiveness. All I have to worry about is God forgiving me. I hope you get better and for the doctors to continue to take care of you. Take care of my mother for me. To everybody, know that I love you and I am OK. Lord, have mercy on my soul. Lord, have mercy on my soul. Lord, have mercy on these peoples' soul. Life is not supposed to end this way. No more pain and frustration. When I knock at the gates, they will open up and let me in. To my mom and everybody, I love you. I can feel it right now. My life, my life.",1,13.33,0.0,4.89,0.89,8.0,3.11,0.44,0.44,0.89,17.33,2.22,0.44,8.44,1.78,15.11,1.33,5.78,0.89
469,"Yes, sir. Jennifer, I love you. Mom, I love you. Rick, take care of you. For all of you people, I defended myself when I killed your family member. Prison is a bad place. There was eight against me. I didn't set out to kill him. I am sorry that I killed him, but he would not have been in prison if he was a saint. I hope ya'll understand that. I love you, baby.",1,14.67,0.0,9.33,0.0,6.67,8.0,0.0,4.0,1.33,26.67,4.0,0.0,12.0,5.33,9.33,1.33,1.33,4.0
468,"Noel, I love you man. You have been there for me through thick and thin, you and Brigitta. Be there for each other. I am at peace, we have no worries, just as I have no more worries. To the victim's family, may you be at peace also. ",1,8.33,2.08,8.33,0.0,6.25,6.25,4.17,0.0,0.0,16.67,2.08,0.0,4.17,2.08,16.67,2.08,0.0,0.0
467,"Yes, Tell my sister Tracey, I love you. Nicole, thank you and I love you. Wanda and all of my friends, I love you and thank you for your support. To the State of Texas, I am an innocent man. Never trust a court-appointed attorney. I am ready Warden. Thank you, Brad, I'm sorry. Check that DNA, check Scott. Here we go. Lord Jesus, Jesus.",1,12.12,1.52,10.61,0.0,15.15,1.52,0.0,0.0,1.52,24.24,1.52,1.52,3.03,0.0,15.15,0.0,4.55,0.0
465,"First of all I would like to give my sincere   apology to Amy's family. We caused a lot of heartache, grief, pain and   suffering, and I am sorry. I know it won't bring her back. I would like   to sing, I would like to sing for that person's dead. The old is gone. I   am not the same person that I used to be, that person is dead. It's up   to you if you would find it in your heart to forgive.",1,9.76,1.22,3.66,0.0,6.1,4.88,0.0,0.0,3.66,14.63,1.22,0.0,15.85,2.44,14.63,1.22,0.0,3.66
464,"No sir. Warden, Since I don't have nothing to say, you can go ahead and send me to my Heavenly Father.",1,14.29,0.0,4.76,0.0,4.76,0.0,0.0,0.0,0.0,23.81,4.76,0.0,9.52,0.0,28.57,4.76,4.76,0.0
461,"Yes, I want to start off by saying to everyone know that's involved in this atrocity that they are all forgiven by me. Mom, I love you.....(crying) I am ready to go Warden. Coming home dad, coming home dad.  ",1,10.0,0.0,2.5,2.5,7.5,2.5,0.0,0.0,2.5,25.0,7.5,0.0,12.5,0.0,17.5,5.0,0.0,0.0
459,"Yes, I do, uh at this time I would like to thank my parents who have been my pillar of strength throughout this. To my brothers and sisters and all my family members who have supported me and who have loved me despite my faults and imperfections. I would like to thank Pastor Williams for counseling me and guiding me. As I look to my right and I see the family of Forest Hall. I hope this brings you closure or some type of peace. I hope it helps his family, son and loved ones. This has been a long journey, one of enlightenment. It's not the end, it's only the beginning.  ",1,15.18,0.0,0.89,0.0,10.71,0.89,0.0,0.0,0.0,15.18,6.25,0.0,9.82,2.68,13.39,1.79,0.89,0.0
458,"Yes, first I want to tell the victim's family, Wendy's family, I am sorry for taking something so precious to you and to my kids. I wish I could take it all back and change it, but I know I can't. I hope you can find it in your heart to forgive me. Please tell Robert and Eric, I love them. I hope they forgive me. To my family, thanks for being beside me, Sabrina, you are a wonderful daughter, I am proud of you. Jr., John, you turned out to be a great young man. Hector, you too. Amy, thank you for always being there. Tell your family I love them. To my family, I appreciate you always standing by me and everything ya'll have done. Tell, everyone I love them. I'll be OK. You will too. Remember what asked you. Give my love to the grandchildren. Tell Jake and Mia, Papa Alba loves them. Okay Warden, let's do it, I love yall. I can taste it already. I am starting to go.  ",1,14.37,0.57,8.05,2.87,11.49,1.15,0.0,0.0,0.57,27.01,4.6,0.0,11.49,2.87,16.09,2.87,0.0,0.0
457,"Yes, I do, Victor, Gary Hey bros, I know you can hear me, I can't hear you. I was in there right now thinking how we grew up... You know how we grew up in the same house. We need to love each other like we use to. Deena, Bob we were raised in the same house, we need to take care of each other and love each other like we use to. Adela I love you, Mijta, I need you to take care of your mom. We need to love each other like we use to. Juana, all the kindness that you showed me. Taking the time to show me the friendship that you did. I can never repay that. Take of yourself OK; you see I am doing good. I am OK. Thank you for showing me that I can be loved again. You showed me a love that I sometimes didn't deserve. I love you for that. You need to take care of yourself. I am going to be OK; I know where I'll be. I love you, I love you, I love you, I love you , I love you, I love you too bro. Take care of yall. May God have mercy on my soul. I thought it was going to be harder than this. I am ready to go. I am going to sleep now. I can feel it, it's affecting me now.  ",1,13.45,3.78,9.24,0.0,10.08,0.0,0.0,0.0,0.0,21.01,1.26,0.0,11.76,3.78,19.33,2.1,1.26,0.0
456,"If I can go back and change the past I would, there's nothing I can do. I'm sorry. I love you Adonya. That's it.  ",1,20.83,0.0,4.17,0.0,4.17,4.17,0.0,0.0,4.17,8.33,0.0,0.0,16.67,4.17,29.17,0.0,0.0,0.0
455,"I am going to start with the victim's family. I know I took someone very precious to you. Myself and Mr. Galloway who you will see tomorrow. Please forgive me. God has given me peace. I love each and every one of you. You have to forgive me for you to gain the kingdom of Heaven. I wish what was torn from you was not. I do know how it feels to have lost loved ones. This was the only way God could save me; I would pay it back a thousand times to bring back your loved ones. I would pay it gladly. I love each and every one of you and hope you can find forgiveness for me. I don't require your forgiveness, because God has forgiven me. Sorry, I hope you find peace. God's love is infinite. If you hate me, please give it up. I forgive you and I hope you can forgive me. Mom, you are my strength. Kathy we've had some good memories, you are still the monkey. Mom, this is nothing, I am going to go to sleep and wake up with Jesus. This is the only way God could save me. Stefanie, she is my heart, say goodbye to Stefanie. I do not want anybody to mourn my death, celebrate my life. God loves me and God loves you. Mom, you didn't do anything wrong. Thank you, Warden, Thank you Chaplain, Thank you God, I am ready to go. God please take me home. I am ready Warden. Thank you Jesus. I am going mom. ",1,12.93,0.38,8.37,0.0,13.31,2.28,0.0,0.38,1.14,19.01,1.9,0.0,13.31,3.42,17.87,3.42,5.32,0.76
453,"Samantha, I love you with all my heart and soul. Cori, thanks for everything, make sure my princess is all right. Death before dishonor. Cori, I think you should continue with criminal law. ItëÇÕÑ_Õ_ë_s your decision; they need lawyers out there that will fight. Death before dishonor. Warden let her rip. Thank you for coming Irene.  ",1,7.02,0.0,7.02,1.75,7.02,5.26,0.0,1.75,0.0,17.54,0.0,0.0,15.79,0.0,12.28,3.51,1.75,3.51
452,"Yes I do, I would like to thank my family for their support, love and understanding. I would like to point out some things, I got your letter. It touched me and changed me. What happened was I been wanting to apologize to yall for your son. They told me not to do it in court. I wrote him a letter but they told me that they tore it up in court. I am not the monster they made me out to be. I made lots of mistakes that took your son. I'll take it to the grave, I will be at peace. You have test and drug results to show it. I am not just taking. I messed up, made poor choices. No rapes, I don't do drugs, I am not an alcoholic. Back to my family, Thank yall for being here. It is what it is. I got peace in my heart. Thank you. Bye bye yall. Bye bye peanut.  ",1,14.2,0.0,4.94,3.09,5.56,2.47,0.0,0.62,0.62,17.28,2.47,0.0,11.11,8.02,10.49,1.23,0.0,0.62
451," I do, I want to address you, I am sorry. I don't know who you are. I am sorry I put you through some things that I can't take back. I am sorry. This isn't going to change anything. Sorry for putting you through this. This is creating more victims. I am sorry, I put you through this. I love you man, I love you. This is not gonna change anything. This person shoe did that 10 years ago isn't the same person you see today. I hurt a lot of people with decisions I made. I can't be more sorry than I am right now. I hurt the Lopes family, let this be a lesson. Your decisions affect everybody. Look after your sister for me. I am always gonna be with you. I love you too Shay I love you if your listening I am sorry to be putting everybody through this. This is the end of this, time to move on. I hope this brings you peace, I am sorry. I told your sister my last words. Danielle, you know that I love you. You know that you have my heart, I've enjoyed these times. I love you little hef.  ",1,14.85,0.0,10.4,0.0,4.95,5.45,0.0,0.0,4.95,19.31,1.49,0.0,13.37,1.98,17.82,1.98,0.0,0.0
450," Yes sir, I would like to ask forgiveness of the family. I have no reason for why I did it, I don't understand why I did it. I hope that you can live the rest of your lives without hate. I pray the Lord grant me forgiveness. All powerful and almighty Lord I commit myself to thee, Amen. ",1,17.24,0.0,5.17,0.0,6.9,1.72,0.0,1.72,0.0,13.79,1.72,0.0,18.97,3.45,17.24,3.45,6.9,0.0
449,"Tell my family goodbye. I can't see them. Jenny, you keep your promise to me, O.K.? Dell, you take care of Gaylene always. Dixie watch over all the kids. Tell them thank you for coming down. Jennie talk to them O.K.? Talk to Jennie, O.K. Dell. Dell you tell the rest of them what they did was wrong for letting me fall for what they did. I never done anything in my life to anybody.  ",1,7.69,0.0,6.41,7.69,3.85,1.28,0.0,0.0,0.0,25.64,1.28,0.0,8.97,5.13,15.38,1.28,0.0,0.0
447," Bye, I'm Ready. ",1,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
446,"Yes, I bear witness that there is no God, but Allah. From Allah we came and from Allah we will return. To my mother, friends I would like to thank you for all that you have done for me. For you love. This is another testimony of faith. We all have to walk this path. Smile, be happy don't cry. To the family of any victims, AsSalaam Alaikum, unto Allah I belong, unto Allah we return. I just want you to know that I never meant any of your family to get hurt. I hope you forgive me. I know Allah will forgive me, Allah is the forgiver. Go ahead Warden. I love you, love you too. ",1,10.26,3.42,6.84,0.0,10.26,2.56,0.0,0.0,1.71,18.8,2.56,0.85,12.82,2.56,12.82,3.42,7.69,0.0
445," Yeah, I want to tell my family I love ya'll. Tell Kate I love her too. Tell brother, my kids I live ya'll. I'm gonna miss ya'll. I'm ready, ready. ",1,26.67,0.0,10.0,0.0,13.33,3.33,0.0,0.0,3.33,40.0,6.67,0.0,3.33,0.0,26.67,3.33,0.0,0.0
444," I am sorry, I never wanted to kill your family. I never wanted to kill your family or these people. I am sorry for the way I talk in English. I did it to myself. I was forced to do it. I was a gang member. I never wanted to kill your brother. I was forced to do this. I blame myself. I am not going to blame nobody. I got my mother and my family too. I was forced. I tell you from my heart. I am sorry with all my heart. That's the reality of life, I am sorry. I got to pay for it. To my family, I love you, be strong. They have family too; the way they suffer is the way I am suffering. I am asking you to go and give them hugs. Please accept their hugs. Be strong in the Lord. I love you sister. I love you all, please go and try and talk to the family. I love my family. I understand why I am paying this price. Do not have any excuses for not extending your love. I am ready Warden, I am sorry everybody, I did it. Thank you brother, don't hate nobody, I feel good. I love my family, I love you Jesus. Be strong mama, I love you sister. I love Jesus. Warden I am ready. ",1,19.21,0.0,5.24,1.75,9.17,5.68,0.0,2.62,3.06,22.27,6.11,0.44,9.61,4.8,14.85,0.44,1.31,1.31
443,"Collins family, I know your not going to get the closure you are looking for tonight. I wish you the best. I prayed for ya'll every day and every night. I have only the warmest wishes. I am sorry for what you are having to go through. Mom, Pa, Kristy, Khristopher, Tony I love all ya'll. Thank you Mr. Whiteside. The Lord is my shepherd; I shall not want. He maketh me to lie down in green pastures; He leadeth me beside the still waters. He restoreth my soul; He guides me down the right paths. Yea, though I walk through the valley of the shadow of death, I will fear no evil; for thou art with me. Thou preparest a table before me in the presence of mine enemies; Thou anointest my head with oil; my cup over runneth. ",1,13.57,0.0,7.14,0.0,2.86,2.86,0.71,0.71,0.71,13.57,2.14,0.0,7.86,0.0,7.86,5.71,2.14,0.71
